Date,Open,High,Low,Close,Adj Close,Volume
2015-11-25,26000,26200,25980,25980,262.204163,7131350
2015-11-26,25980,26800,25980,26700,269.470734,9290000
2015-11-27,26900,26980,26540,26540,267.855957,8492700
2015-11-30,26500,26500,25680,25680,259.176392,26700300
2015-12-01,25880,26440,25760,26420,266.644897,12605650
2015-12-02,26420,26440,25880,26000,262.406006,11481400
2015-12-03,25900,25940,25720,25800,260.387482,8334750
2015-12-04,25500,25600,25340,25380,256.148621,9635550
2015-12-07,25380,25500,25240,25240,254.735657,9805350
2015-12-08,25240,25440,25240,25240,254.735657,6916100
2015-12-09,25240,25500,25240,25260,254.9375,9090600
2015-12-10,25260,25860,25260,25660,258.974518,15193350
2015-12-11,25660,25900,25440,25680,259.176392,10336450
2015-12-14,25460,25460,25100,25220,254.533798,11140050
2015-12-15,25220,25600,25200,25540,257.763428,8774700
2015-12-16,25560,26200,25560,25980,262.204163,10398100
2015-12-17,26020,26160,25500,25800,260.387482,8733850
2015-12-18,25300,25760,25280,25560,257.965271,8418450
2015-12-21,25560,25700,25220,25600,258.368958,8023300
2015-12-22,25600,25840,25340,25840,260.791168,10309600
2015-12-23,25840,25980,25640,25900,261.396729,10357400
2015-12-24,25900,26000,25700,25700,259.378235,7807550
2015-12-28,25700,25780,25320,25320,255.543076,11361500
2015-12-29,25300,25320,24820,25080,1204.702881,11647200
2015-12-30,25200,25440,25080,25200,1210.466919,10197900
2016-01-04,25200,25200,24100,24100,1157.62915,15346950
2016-01-05,24040,24360,23720,24160,1160.51123,10800100
2016-01-06,24160,24160,23360,23500,1128.80835,18337600
2016-01-07,23320,23660,23020,23260,1117.280273,14119400
2016-01-08,23260,23720,23260,23420,1124.965698,12888150
2016-01-11,23120,23320,22920,23040,1106.712646,12063850
2016-01-12,22960,23320,22880,22920,1100.948608,10314150
2016-01-13,23060,23180,22960,22960,1102.869751,7165800
2016-01-14,22620,22840,22620,22760,1093.263062,10451100
2016-01-15,22800,23040,22480,22640,1087.498779,10473200
2016-01-18,21760,22660,21760,22520,1081.734741,16010700
2016-01-19,22560,23420,22560,23420,1124.965698,10362100
2016-01-20,23200,23200,22640,22760,1093.263062,8352600
2016-01-21,22660,23100,22500,22620,1086.53833,9517600
2016-01-22,22900,23360,22900,23360,1122.08374,7376400
2016-01-25,23440,23520,23120,23240,1116.31958,7995650
2016-01-26,23100,23140,22720,22740,1092.302368,7619950
2016-01-27,22520,23500,22520,23500,1128.80835,13811850
2016-01-28,23280,23360,22780,22900,1099.987793,15795600
2016-01-29,22800,23000,22320,23000,1104.791382,21849150
2016-02-01,23040,23260,23020,23260,1117.280273,12998950
2016-02-02,23220,23320,22940,23120,1110.55542,8317400
2016-02-03,23000,23040,22740,22920,1100.948608,8725350
2016-02-04,23000,23220,22960,23120,1110.55542,12397950
2016-02-05,23120,23380,23120,23280,1118.240845,9404700
2016-02-11,22360,22740,22360,22600,1085.577515,15263100
2016-02-12,22600,23020,22440,22600,1085.577515,12811600
2016-02-15,23080,23200,22880,23080,1108.633911,9157300
2016-02-16,23160,23580,23140,23360,1122.08374,9020050
2016-02-17,23580,24020,23380,23700,1138.415283,12303100
2016-02-18,24060,24060,23560,23740,1140.33667,11124050
2016-02-19,23740,23900,23480,23800,1143.218872,8842600
2016-02-22,23800,23840,23320,23500,1128.80835,8744950
2016-02-23,23580,23780,23460,23620,1134.572632,7383700
2016-02-24,23560,23580,23220,23440,1125.926514,7024200
2016-02-25,23440,23740,23440,23580,1132.651245,6681750
2016-02-26,23600,23740,23440,23440,1125.926514,8867200
2016-02-29,23580,23880,23520,23560,1131.69043,14434000
2016-03-02,24000,24140,23920,23940,1149.943604,11818600
2016-03-03,24260,24400,24040,24400,1172.039429,10949550
2016-03-04,24400,24560,24040,24300,1167.236084,10074500
2016-03-07,24400,24620,24300,24460,1174.921631,6568800
2016-03-08,24460,24480,23720,23840,1145.140137,10810100
2016-03-09,23760,23980,23540,23880,1147.061523,9169000
2016-03-10,24160,24720,24020,24500,1176.843018,14177000
2016-03-11,24500,25060,24320,24980,1199.899536,13361250
2016-03-14,25340,25460,24980,25100,1205.663696,10857700
2016-03-15,25100,25280,24920,25060,1203.742188,8640400
2016-03-16,25120,25260,25060,25120,1206.624146,7342800
2016-03-17,25300,25920,25140,25260,1213.348999,12343450
2016-03-18,25560,25560,25260,25460,1222.955933,11265700
2016-03-21,25480,25580,25160,25340,1217.191895,9058500
2016-03-22,25340,25580,25240,25380,1219.113159,10143600
2016-03-23,25380,25580,25240,25580,1228.719971,9870900
2016-03-24,25580,25800,25320,25640,1231.602173,10939750
2016-03-25,25660,25800,25560,25760,1237.366333,7172300
2016-03-28,25760,26000,25760,25880,1243.130493,6060900
2016-03-29,25880,26000,25700,25800,1239.28772,8622700
2016-03-30,26200,26420,26040,26160,1256.579956,13380250
2016-03-31,26120,26280,25960,26240,1260.422729,19130750
2016-04-01,25980,26180,25420,25580,1228.719971,13557800
2016-04-04,25580,26100,25580,26100,1253.697998,9402300
2016-04-05,25980,25980,25200,25200,1210.466919,11815950
2016-04-06,25380,25820,25360,25700,1234.484253,9211700
2016-04-07,26000,26000,25160,25380,1219.113159,12939750
2016-04-08,25380,25380,24800,24920,1197.017212,12593400
2016-04-11,24920,25420,24920,25320,1216.231201,6034650
2016-04-12,25400,25620,25320,25500,1224.877319,6702700
2016-04-14,26000,26040,25780,26000,1248.894531,16766350
2016-04-15,26180,26200,25800,26000,1248.894531,6829950
2016-04-18,25900,26100,25840,25980,1247.933838,6423700
2016-04-19,25880,25920,25660,25760,1237.366333,7238300
2016-04-20,25640,26000,25640,25980,1247.933838,8598600
2016-04-21,26000,26020,25760,25880,1243.130493,7254450
2016-04-22,25880,25880,25540,25600,1229.680786,5741500
2016-04-25,25700,25700,25420,25620,1230.641602,4597850
2016-04-26,25700,26100,25660,25920,1245.051758,8345050
2016-04-27,25880,26000,25720,26000,1248.894531,8297300
2016-04-28,26000,26000,25220,25300,1215.270386,14653450
2016-04-29,25200,25340,24840,24900,1196.056763,16253900
2016-05-02,24940,25240,24900,25000,1200.860107,7027600
2016-05-03,25340,25400,25120,25220,1211.427612,7903300
2016-05-04,25440,25800,25240,25800,1239.28772,14702750
2016-05-09,25800,26000,25700,25980,1247.933838,13718100
2016-05-10,25980,26000,25760,25920,1245.051758,8559550
2016-05-11,25920,25980,25740,25840,1241.208984,8834400
2016-05-12,25840,25840,25500,25620,1230.641602,7615100
2016-05-13,25620,25620,25020,25060,1203.742188,12284900
2016-05-16,25060,25260,24940,24960,1198.938843,11720150
2016-05-17,24980,25300,24980,25280,1214.309814,9183550
2016-05-18,25280,25420,25100,25360,1218.152344,9169600
2016-05-19,25360,25540,25320,25400,1220.073975,10012450
2016-05-20,25400,25600,25380,25380,1219.113159,7960550
2016-05-23,25380,25720,25380,25720,1235.444946,8112550
2016-05-24,25720,25780,25360,25420,1221.034668,10434600
2016-05-25,25660,25960,25480,25900,1244.091064,11862750
2016-05-26,25980,26060,25900,25920,1245.051758,12653650
2016-05-27,26000,26020,25460,25640,1231.602173,13744550
2016-05-30,25940,25940,25480,25600,1229.680786,10315350
2016-05-31,25600,26000,25360,25840,1241.208984,62527700
2016-06-01,25960,26820,25900,26660,1280.597046,23504000
2016-06-02,27000,27440,26920,27300,1311.339478,23806950
2016-06-03,27400,27580,27280,27540,1322.86731,17066200
2016-06-07,27720,28040,27600,27960,1343.041992,23142150
2016-06-08,28380,28380,27780,28120,1350.727417,18808100
2016-06-09,28160,28600,28120,28600,1373.783936,25768750
2016-06-10,28480,28500,28080,28120,1350.727417,14484050
2016-06-13,27920,27920,27240,27420,1317.103394,15248300
2016-06-14,27420,27720,27380,27600,1325.749634,12273050
2016-06-15,27700,28320,27660,28260,1357.452515,15334450
2016-06-16,28260,28340,27900,28180,1353.609497,14621550
2016-06-17,28200,28700,28200,28520,1369.941284,16419700
2016-06-20,28540,28960,28520,28620,1374.744751,13515800
2016-06-21,28640,28980,28520,28960,1391.07605,10020550
2016-06-22,28920,29000,28620,28900,1388.194214,8948250
2016-06-23,28880,28900,28540,28600,1373.783936,11256300
2016-06-24,28900,28900,27200,28000,1344.963257,20552600
2016-06-27,28000,28100,27700,27960,1343.041992,11839000
2016-06-28,27800,28080,27580,27980,1344.002563,10718950
2016-06-29,28160,28240,27820,27920,1390.828491,10527050
2016-06-30,28160,28900,27940,28500,1419.721313,13671700
2016-07-01,28540,29580,28540,29320,1460.569092,14393600
2016-07-04,29280,29480,29020,29320,1460.569092,7995000
2016-07-05,29320,29500,29240,29380,1463.557983,7870350
2016-07-06,28940,29040,28240,28420,1415.735962,16749150
2016-07-07,28420,29000,28320,29000,1444.628418,11495200
2016-07-08,29000,29500,28980,29200,1454.591309,13498150
2016-07-11,29200,30000,29200,29780,1483.483887,14056800
2016-07-12,29980,30100,29200,29280,1458.576904,11024700
2016-07-13,29920,29920,29260,29620,1475.51355,10009900
2016-07-14,29620,30000,29520,30000,1494.443237,12430250
2016-07-15,30000,30440,29720,30360,1512.376587,11623150
2016-07-18,30360,30660,30000,30660,1527.320923,11567200
2016-07-19,30560,30800,30440,30660,1527.320923,10122250
2016-07-20,30660,30840,30480,30800,1534.295166,7773150
2016-07-21,30800,30940,30740,30860,1537.28418,8544700
2016-07-22,30120,30560,30120,30320,1510.383911,8585150
2016-07-25,30000,30460,29900,30040,1496.435913,7732500
2016-07-26,30000,30620,29960,30600,1524.332031,7228500
2016-07-27,30240,30580,30240,30540,1521.34314,6335050
2016-07-28,30660,30720,29960,30140,1501.417358,9503700
2016-07-29,30400,31140,30220,30780,1533.298828,14985600
2016-08-01,31380,31600,31200,31360,1562.191406,11515400
2016-08-02,31360,31360,30920,30960,1542.265381,8315800
2016-08-03,30960,30960,30340,30340,1511.380371,7504900
2016-08-04,30380,30660,30340,30340,1511.380371,7009950
2016-08-05,30580,31280,30500,31220,1555.217407,6958850
2016-08-08,31320,31500,31120,31380,1563.187744,11125150
2016-08-09,31480,31580,31140,31340,1561.195313,9023200
2016-08-10,31340,31400,30680,30820,1535.291382,12340350
2016-08-11,30820,31180,30520,31180,1553.224731,10533600
2016-08-12,31180,31400,30880,30900,1539.276733,10474850
2016-08-16,30900,31520,30900,31360,1562.191406,10843100
2016-08-17,31380,31400,31020,31320,1560.198975,7446450
2016-08-18,31340,32880,31320,32800,1633.924683,18327050
2016-08-19,32760,33500,32720,33500,1668.794922,16805150
2016-08-22,33480,33840,33180,33300,1658.832031,12612200
2016-08-23,33300,33880,33140,33740,1680.750488,11545700
2016-08-24,33600,33640,32720,33060,1646.876587,15938550
2016-08-25,32600,33180,32440,32780,1632.928345,14173800
2016-08-26,32120,32460,32060,32240,1606.028442,12058000
2016-08-29,32040,32800,31940,32800,1633.924683,8925750
2016-08-30,32940,33420,32660,32900,1638.906128,7849600
2016-08-31,32820,32820,32220,32400,1613.998779,20532200
2016-09-01,31660,31760,31260,31740,1581.12085,18790150
2016-09-02,31900,32260,31760,31940,1591.084106,8153000
2016-09-05,31800,32300,31700,32120,1600.050781,8383800
2016-09-06,32140,32900,31940,32860,1636.913574,7660150
2016-09-07,32960,33040,32420,32420,1614.995117,9591850
2016-09-08,32460,32780,32280,32780,1632.928345,12070850
2016-09-09,32220,32360,31280,31500,1569.165527,13258400
2016-09-12,29800,30120,29120,29300,1459.572876,26499350
2016-09-13,30160,30980,29900,30540,1521.34314,24717250
2016-09-19,30760,31380,30720,31160,1552.228516,22408150
2016-09-20,31180,31760,31180,31700,1579.128418,12921150
2016-09-21,31900,32020,31520,31840,1586.102295,10509050
2016-09-22,32000,32820,31980,32360,1612.006348,11429950
2016-09-23,31640,31960,31320,31420,1565.180176,18299650
2016-09-26,31420,31920,31280,31360,1562.191406,14524800
2016-09-27,31000,31500,30660,31380,1563.187744,9834400
2016-09-28,31080,31460,31080,31340,1561.195313,8706400
2016-09-29,31460,32380,31440,32000,1594.072998,11397550
2016-09-30,31800,32300,31700,31960,1592.0802,11762700
2016-10-04,32200,32480,32120,32280,1608.020996,13053100
2016-10-05,32020,32520,31940,32380,1613.002441,12470450
2016-10-06,33920,34000,33340,33820,1684.735596,29558150
2016-10-07,34000,34320,33800,34120,1699.680054,26050550
2016-10-10,33000,33780,32560,33600,1673.776611,25293300
2016-10-11,32000,32500,30900,30900,1539.276733,38427150
2016-10-12,29900,30900,29880,30700,1529.313721,39088550
2016-10-13,31000,31620,30900,31140,1551.232056,21864550
2016-10-14,30960,31760,30940,31540,1571.157959,14158950
2016-10-17,31300,32040,30760,31800,1584.109863,12785200
2016-10-18,31440,31900,31440,31780,1583.113647,10384500
2016-10-19,31580,32860,31500,32500,1618.980225,15444550
2016-10-20,32520,33020,32180,32400,1613.998779,10330450
2016-10-21,32120,32260,31760,31780,1583.113647,10477500
2016-10-24,31860,32160,31800,32160,1602.043091,9289950
2016-10-25,32000,32080,31840,31940,1591.084106,9866100
2016-10-26,31940,31980,31240,31340,1561.195313,10534000
2016-10-27,31420,32340,31120,31460,1567.172974,14117000
2016-10-28,31600,32280,31600,32280,1608.020996,10214200
2016-10-31,32320,32780,32220,32780,1632.928345,12067200
2016-11-01,32600,33040,32240,33040,1645.880249,10347400
2016-11-02,32800,33040,32620,32860,1636.913574,10099250
2016-11-03,32600,32800,32120,32320,1610.01355,10341850
2016-11-04,32100,32680,32100,32540,1620.973022,7103850
2016-11-07,32940,33000,32680,32800,1633.924683,7661900
2016-11-08,32980,32980,32700,32880,1637.910034,5417450
2016-11-09,32920,33140,31820,31920,1590.087769,15683600
2016-11-10,32600,33000,32360,32980,1642.891235,11795350
2016-11-11,31700,32360,31700,31960,1592.0802,12836800
2016-11-14,31900,31920,31040,31060,1547.24707,15133300
2016-11-15,31060,31620,30780,30780,1533.298828,13665700
2016-11-16,30800,31280,30800,31160,1552.228516,13308200
2016-11-17,31100,31520,30900,31360,1562.191406,7870550
2016-11-18,31640,31760,31400,31720,1580.124756,9460750
2016-11-21,31300,32120,31300,31860,1587.098999,8180200
2016-11-22,32140,32900,32000,32800,1633.924683,9751100
2016-11-23,33220,33220,32520,32980,1642.891235,12668600
2016-11-24,32980,33040,32660,33000,1643.887573,7757150
2016-11-25,32820,33040,32660,33000,1643.887573,6276900
2016-11-28,33000,33620,32800,33540,1670.787964,13294050
2016-11-29,33800,33960,33380,33540,1670.787964,18081300
2016-11-30,33540,34940,33540,34920,1739.53186,28535200
2016-12-01,34800,35060,34660,34980,1742.520752,15535350
2016-12-02,34480,34760,34140,34540,1720.602173,15352950
2016-12-05,34340,34680,34220,34360,1711.635742,8484600
2016-12-06,34440,35200,34400,34960,1741.524658,14001800
2016-12-07,35040,35480,35040,35440,1765.435425,9603650
2016-12-08,35980,36020,35520,35800,1783.368896,16462550
2016-12-09,35900,35900,35400,35600,1773.406128,10652450
2016-12-12,34660,35360,34660,35040,1745.509644,11414450
2016-12-13,34620,35440,34620,35320,1759.458008,11684450
2016-12-14,35560,35680,35280,35540,1770.417236,7455100
2016-12-15,34820,35500,34820,35180,1752.484131,5773550
2016-12-16,35300,36020,35200,35860,1786.357666,11747700
2016-12-19,35620,36380,35620,35900,1788.350586,5435800
2016-12-20,35920,36400,35840,36240,1805.287476,7615200
2016-12-21,36360,36600,36020,36100,1798.313232,6552100
2016-12-22,36260,36300,35980,36180,1802.298828,6354600
2016-12-23,36020,36080,35600,35640,1775.398682,8334850
2016-12-26,35600,36000,35560,35960,1791.339478,4823600
2016-12-27,35980,36200,35860,35980,1792.335571,4653450
2016-12-28,35840,35980,35600,35760,7558.246094,6662900
2016-12-29,35420,36040,35400,36040,7617.426758,7516450
2017-01-02,35980,36240,35880,36100,7630.10791,4650600
2017-01-03,36280,36620,36020,36480,7710.425293,7357650
2017-01-04,36500,36520,36100,36160,7642.790527,7971750
2017-01-05,36060,36060,35540,35560,7515.973145,10967450
2017-01-06,36180,36440,36040,36200,7651.245117,8880950
2017-01-09,36600,37500,36560,37220,7866.832031,13194900
2017-01-10,37280,37400,37080,37240,7871.05957,9099800
2017-01-11,37520,38560,37420,38280,8090.874512,12018150
2017-01-12,38000,38800,37980,38800,8200.782227,11669150
2017-01-13,38100,38320,37460,37460,7917.558105,15954450
2017-01-16,36860,37820,36320,36660,7748.470215,16611500
2017-01-17,36580,37460,36580,36960,7811.878418,8150700
2017-01-18,37040,37500,36620,36940,7807.651367,8875400
2017-01-19,37720,37920,37020,37480,7921.786133,9418900
2017-01-20,37120,37420,36880,37200,7862.604004,9185000
2017-01-23,37200,38060,37000,38060,8044.374512,8810400
2017-01-24,38120,38580,37880,38160,8065.510742,11048750
2017-01-25,38340,39400,38320,39400,8327.597656,13433850
2017-01-26,39420,40000,39420,39900,8433.277344,15214500
2017-01-31,39900,39900,39460,39460,8340.279297,17992200
2017-02-01,39540,39660,39040,39120,8268.416992,14150400
2017-02-02,39600,39660,39200,39360,8319.143555,15029300
2017-02-03,39400,39500,39180,39460,8340.279297,10386350
2017-02-06,39580,39660,39140,39560,8361.416016,8860700
2017-02-07,39560,39580,38760,38820,8205.007813,14041800
2017-02-08,38740,38780,38200,38400,8116.237305,17092950
2017-02-09,38780,38840,38220,38400,8116.237305,13694150
2017-02-10,38400,38760,38300,38360,8107.782715,11020750
2017-02-13,37740,38060,37720,37960,8023.23877,11102050
2017-02-14,37960,38260,37320,37580,7942.922363,13124150
2017-02-15,37080,37960,37080,37720,7972.512207,14191550
2017-02-16,37800,38360,37780,38020,8035.92041,10226350
2017-02-17,37560,38040,37280,37860,8002.103027,15377450
2017-02-20,38220,38780,38160,38660,8171.19043,7485800
2017-02-21,38540,39560,38420,38940,8230.370117,10562600
2017-02-22,39000,39340,38980,39300,8306.460938,8539450
2017-02-23,39020,39440,39020,39180,8281.098633,10217300
2017-02-24,38960,39100,38060,38220,8078.191406,9296850
2017-02-27,38020,38140,37700,38060,8044.374512,9033700
2017-02-28,38060,38760,37960,38440,8124.691895,15088700
2017-03-02,38420,39860,38420,39720,8395.233398,21249800
2017-03-03,39340,39720,39160,39620,8374.09668,12708700
2017-03-06,39220,40220,39220,40080,8471.323242,12234850
2017-03-07,39800,40320,39800,40200,8496.686523,10553250
2017-03-08,40200,40620,40140,40200,8496.686523,12140950
2017-03-09,40200,40300,40020,40200,8496.686523,14372250
2017-03-10,39960,40420,39860,40180,8492.458008,10227800
2017-03-13,40040,40980,40040,40600,8581.230469,7424100
2017-03-14,40620,41540,40500,41360,8741.863281,11325050
2017-03-15,40800,41440,40800,41400,8750.318359,9587850
2017-03-16,41800,42180,41540,41840,8843.317383,9933150
2017-03-17,41800,42500,41720,42400,8961.678711,12602300
2017-03-20,42000,42120,41740,41900,8855.999023,10250050
2017-03-21,41780,42680,41760,42560,8995.496094,14220150
2017-03-22,41600,42460,41580,42460,8974.361328,16427250
